<NUMBER OF NODES> 	14478
<NUMBER OF LINKS> 	54838
<END OF METADATA>		


~ 	init 	term 	: 	flow 	cost 	; 
	2872 	12410 	: 	18 	57.7896 	; 
	2873 	2874 	: 	0 	inf 	; 
	2873 	10261 	: 	4758.88 	10.294 	; 
	2873 	12411 	: 	0 	inf 	; 
	2873 	12412 	: 	0 	79.098 	; 
	2874 	1017 	: 	0 	inf 	; 
	2874 	2873 	: 	4638.37 	6.52354 	; 
	2874 	12411 	: 	0 	inf 	; 
	2874 	12412 	: 	32.6667 	81.8298 	; 
	2875 	420 	: 	0 	inf 	; 
	2875 	1519 	: 	4266.67 	5.93339 	; 
	2875 	2575 	: 	0 	inf 	; 
	2875 	6721 	: 	0 	inf 	; 
	2875 	12889 	: 	0 	inf 	; 
	2875 	12890 	: 	342.667 	186.779 	; 
	2876 	6329 	: 	0 	inf 	; 
	2876 	10680 	: 	11190.4 	19.0582 	; 
	2877 	5760 	: 	0 	7.73297 	; 
	2877 	11529 	: 	0 	inf 	; 
	2878 	776 	: 	0 	inf 	; 
	2878 	3833 	: 	0 	inf 	; 
	2878 	4838 	: 	12505.1 	38.4754 	; 
	2879 	7916 	: 	10040.9 	1044.28 	; 
	2879 	8974 	: 	0 	inf 	; 
	2880 	841 	: 	15443.6 	13.936 	; 
	2880 	8873 	: 	0 	inf 	; 
	2880 	13551 	: 	0 	inf 	; 
	2880 	13552 	: 	100.667 	73.9763 	; 
	2880 	13555 	: 	0 	inf 	; 
	2880 	13556 	: 	70 	202.382 	; 
	2881 	5503 	: 	197.333 	17.0144 	; 
	2881 	9294 	: 	0 	inf 	; 
	2882 	4833 	: 	0 	inf 	; 
	2882 	7757 	: 	7684.67 	9.18937 	; 
	2882 	12355 	: 	0 	inf 	; 
	2882 	12356 	: 	86.6667 	120.374 	; 
	2883 	2307 	: 	13299.6 	51.2781 	; 
	2883 	9156 	: 	0 	inf 	; 
	2883 	13305 	: 	0 	inf 	; 
	2883 	13306 	: 	76.6667 	70.9025 	; 
	2884 	8500 	: 	0 	inf 	; 
	2884 	10936 	: 	11341.9 	169.537 	; 
	2884 	11407 	: 	0 	inf 	; 
	2885 	5513 	: 	0 	inf 	; 
	2885 	5558 	: 	9948.98 	10.3004 	; 
	2885 	12043 	: 	0 	inf 	; 
	2885 	12044 	: 	0 	94.6702 	; 
	2886 	6222 	: 	0 	36.559 	; 
	2886 	9838 	: 	0 	inf 	; 
	2887 	6639 	: 	0 	inf 	; 
	2887 	8588 	: 	6494 	9.9397 	; 
	2888 	6076 	: 	0 	inf 	; 
	2888 	10836 	: 	5714 	4.17492 	; 
	2888 	12235 	: 	0 	inf 	; 
	2888 	12236 	: 	0 	158.054 	; 
	2889 	628 	: 	0 	inf 	; 
	2889 	4629 	: 	8753.98 	11.8842 	; 
	2889 	5620 	: 	1725.55 	8.60559 	; 
	2889 	12709 	: 	0 	inf 	; 
	2889 	12710 	: 	0.666667 	62.464 	; 
	2890 	2279 	: 	5714 	0.394236 	; 
	2890 	10836 	: 	0 	inf 	; 
	2891 	6804 	: 	6394.67 	11.3137 	; 
	2891 	6882 	: 	0 	inf 	; 
	2891 	9429 	: 	1980 	5.74673 	; 
	2891 	12359 	: 	0 	inf 	; 
	2891 	12360 	: 	0 	166.632 	; 
	2891 	12361 	: 	0 	inf 	; 
	2891 	12362 	: 	168.667 	18.2242 	; 
	2892 	3805 	: 	0 	inf 	; 
	2892 	8472 	: 	0 	9.80221 	; 
	2893 	5607 	: 	0 	inf 	; 
	2893 	11089 	: 	6196 	9.67389 	; 
	2894 	2896 	: 	0 	inf 	; 
	2894 	8480 	: 	6984.22 	24.9523 	; 
	2895 	4028 	: 	29379.7 	219.969 	; 
	2895 	7429 	: 	0 	inf 	; 
	2895 	13515 	: 	0 	inf 	; 
	2895 	13516 	: 	350.667 	69.6438 	; 
	2895 	13517 	: 	0 	inf 	; 
	2895 	13518 	: 	14.6667 	55.8157 	; 
	2895 	13519 	: 	0 	inf 	; 
	2895 	13520 	: 	22.6667 	158.411 	; 
	2896 	2894 	: 	6984.22 	13.9111 	; 
	2896 	4751 	: 	0 	inf 	; 
	2897 	7449 	: 	0 	inf 	; 
	2897 	7914 	: 	2979.33 	175.862 	; 
	2898 	720 	: 	12557.4 	69.2654 	; 
	2898 	2288 	: 	0 	inf 	; 
	2898 	12749 	: 	0 	inf 	; 
	2898 	12750 	: 	263.333 	30.1405 	; 
	2899 	5874 	: 	0 	inf 	; 
	2899 	7360 	: 	6196 	159.814 	; 
	2900 	3668 	: 	0 	2.35316 	; 
	2900 	14017 	: 	0 	inf 	; 
	2900 	14018 	: 	0 	393.758 	; 
	2901 	5709 	: 	0 	inf 	; 
	2901 	8109 	: 	1567.45 	6.26818 	; 
	2901 	13719 	: 	0 	inf 	; 
	2901 	13720 	: 	129.333 	111.276 	; 
	2902 	1200 	: 	0 	inf 	; 
	2902 	6004 	: 	3284.67 	21.5992 	; 
	2902 	13371 	: 	0 	inf 	; 
	2902 	13372 	: 	52 	266.401 	; 
	2902 	13373 	: 	0 	inf 	; 
	2902 	13374 	: 	36 	95.346 	; 
	2903 	9515 	: 	0 	inf 	; 
	2903 	11455 	: 	9208.67 	174.678 	; 
	2904 	4374 	: 	0 	inf 	; 
	2904 	7622 	: 	3659.5 	31.6817 	; 
	2904 	10155 	: 	5469.33 	323.503 	; 
	2905 	2906 	: 	0 	inf 	; 
	2905 	7985 	: 	5135.3 	5.59417 	; 
	2905 	9194 	: 	0 	inf 	; 
	2906 	107 	: 	0 	inf 	; 
	2906 	2905 	: 	0 	14.9042 	; 
	2906 	7827 	: 	412 	36.3703 	; 
	2907 	3650 	: 	0 	inf 	; 
	2907 	4335 	: 	3008 	88.193 	; 
	2907 	6816 	: 	0 	inf 	; 
	2907 	12979 	: 	0 	inf 	; 
	2907 	12980 	: 	17.3333 	965.436 	; 
	2907 	12995 	: 	0 	inf 	; 
	2907 	12996 	: 	324.667 	269.798 	; 
	2907 	12997 	: 	0 	inf 	; 
	2907 	12998 	: 	138 	187.233 	; 
	2908 	2909 	: 	0 	inf 	; 
	2908 	9194 	: 	5135.3 	3.98289 	; 
	2908 	10848 	: 	1384 	5.38603 	; 
	2908 	13321 	: 	0 	inf 	; 
	2908 	13322 	: 	0 	35.0813 	; 
	2909 	2908 	: 	6519.3 	2.00285 	; 
	2909 	8890 	: 	0 	inf 	; 
	2909 	13321 	: 	0 	inf 	; 
	2909 	13322 	: 	97.3333 	29.4033 	; 
	2910 	1575 	: 	0 	25.0597 	; 
	2910 	8985 	: 	0 	inf 	; 
	2911 	599 	: 	0 	inf 	; 
	2911 	634 	: 	0 	inf 	; 
	2911 	11238 	: 	9420.18 	2.63883 	; 
	2912 	228 	: 	0 	inf 	; 
	2912 	2455 	: 	0 	15.9275 	; 
	2913 	4462 	: 	0 	inf 	; 
	2913 	7335 	: 	0 	2.01998 	; 
	2913 	12989 	: 	0 	inf 	; 
	2913 	12990 	: 	184.667 	183.251 	; 
	2913 	12991 	: 	0 	inf 	; 
	2913 	12992 	: 	0 	341.894 	; 
	2913 	12993 	: 	0 	inf 	; 
	2913 	12994 	: 	0 	572.584 	; 
	2914 	5695 	: 	0 	inf 	; 
	2914 	7507 	: 	14229.1 	10.3012 	; 
	2914 	13323 	: 	0 	inf 	; 
	2914 	13324 	: 	0 	64.5042 	; 
	2914 	13327 	: 	0 	inf 	; 
	2914 	13328 	: 	156.667 	223.118 	; 
	2915 	4440 	: 	0 	inf 	; 
	2915 	8666 	: 	4241.33 	17.5552 	; 
	2915 	12357 	: 	0 	inf 	; 
	2915 	12358 	: 	434.667 	130.097 	; 
	2916 	821 	: 	0 	inf 	; 
	2916 	4194 	: 	9672.29 	8.24807 	; 
	2916 	6653 	: 	0 	inf 	; 
	2917 	2919 	: 	0 	inf 	; 
	2917 	6717 	: 	4421.33 	27.4117 	; 
	2918 	2921 	: 	10828.1 	4.36908 	; 
	2918 	3730 	: 	0 	inf 	; 
	2919 	2917 	: 	4421.33 	8.36818 	; 
	2919 	3858 	: 	0 	inf 	; 
	2920 	7752 	: 	4760.67 	26.3137 	; 
	2920 	10134 	: 	0 	inf 	; 
	2920 	12917 	: 	0 	inf 	; 
	2920 	12918 	: 	336 	81.8572 	; 
	2920 	12921 	: 	0 	inf 	; 
	2920 	12922 	: 	458.667 	202.607 	; 
	2921 	2918 	: 	0 	inf 	; 
	2921 	5508 	: 	10828.1 	16.6334 	; 
	2922 	5254 	: 	1490 	8.62387 	; 
	2922 	5256 	: 	0 	inf 	; 
	2923 	6517 	: 	5049.36 	2.5169 	; 
	2923 	9531 	: 	0 	inf 	; 
	2924 	4139 	: 	7587.46 	12.9559 	; 
	2924 	4142 	: 	0 	inf 	; 
	2925 	1987 	: 	10012 	21.5765 	; 
	2925 	3273 	: 	0 	inf 	; 
	2925 	4514 	: 	0 	inf 	; 
	2925 	12745 	: 	0 	inf 	; 
	2925 	12746 	: 	0 	140.358 	; 
	2925 	12747 	: 	0 	inf 	; 
	2925 	12748 	: 	0 	61.1348 	; 
	2925 	12847 	: 	0 	inf 	; 
	2925 	12848 	: 	0 	224.802 	; 
	2925 	12849 	: 	0 	inf 	; 
	2925 	12850 	: 	0 	91.8177 	; 
	2926 	1854 	: 	3471.33 	48.9554 	; 
	2926 	6391 	: 	0 	inf 	; 
	2927 	1479 	: 	0 	inf 	; 
	2927 	9086 	: 	0 	8.24498 	; 
	2928 	992 	: 	8162 	4.00117 	; 
	2928 	11291 	: 	0 	inf 	; 
	2928 	12749 	: 	0 	inf 	; 
	2928 	12750 	: 	0 	26.8957 	; 
	2929 	5963 	: 	0 	inf 	; 
	2929 	6023 	: 	8424.95 	19.7964 	; 
	2930 	2500 	: 	0 	inf 	; 
	2930 	10673 	: 	8092.89 	0.918086 	; 
	2930 	12517 	: 	0 	inf 	; 
	2930 	12518 	: 	0 	114.844 	; 
	2930 	12519 	: 	0 	inf 	; 
	2930 	12520 	: 	0 	92.3001 	; 
	2931 	3101 	: 	0 	inf 	; 
	2931 	7439 	: 	0 	0.263125 	; 
	2931 	8095 	: 	1482.37 	6.72219 	; 
	2931 	11547 	: 	0 	inf 	; 
	2932 	3174 	: 	0 	inf 	; 
	2932 	3482 	: 	2963.33 	10.2443 	; 
	2933 	5083 	: 	0 	inf 	; 
	2933 	7446 	: 	0 	21.3852 	; 
	2934 	1217 	: 	1197.33 	0.511586 	; 
	2934 	5822 	: 	0 	inf 	; 
	2935 	7210 	: 	0 	inf 	; 
	2935 	10263 	: 	12002.2 	3.59336 	; 
	2935 	14455 	: 	0 	inf 	; 
	2935 	14456 	: 	62 	87.7726 	; 
	2936 	1361 	: 	14644.9 	2.07254 	; 
	2936 	6263 	: 	0 	inf 	; 
	2937 	3526 	: 	668.08 	5.77316 	; 
	2937 	4184 	: 	0 	inf 	; 
	2937 	14445 	: 	0 	inf 	; 
	2937 	14446 	: 	997.333 	148.388 	; 
	2938 	2410 	: 	0 	inf 	; 
	2938 	8141 	: 	310 	4.06661 	; 
	2938 	11835 	: 	0 	inf 	; 
	2938 	11836 	: 	0 	165.841 	; 
	2938 	11903 	: 	0 	inf 	; 
	2938 	11904 	: 	25.3333 	93.4023 	; 
	2939 	3254 	: 	0 	inf 	; 
	2939 	10944 	: 	3414.16 	81.9174 	; 
	2939 	11889 	: 	0 	inf 	; 
	2939 	11890 	: 	0 	277.555 	; 
	2939 	11893 	: 	0 	inf 	; 
	2939 	11894 	: 	0 	167.214 	; 
	2939 	11895 	: 	0 	inf 	; 
	2939 	11896 	: 	0 	162.181 	; 
	2939 	11901 	: 	0 	inf 	; 
	2939 	11902 	: 	0 	65.5041 	; 
	2940 	2941 	: 	0 	3.72499 	; 
	2940 	8523 	: 	0 	inf 	; 
	2941 	2940 	: 	0 	inf 	; 
	2941 	10470 	: 	0 	5.35115 	; 
	2942 	2967 	: 	0 	1.09194 	; 
	2942 	11400 	: 	0 	inf 	; 
	2942 	13083 	: 	0 	inf 	; 
	2942 	13084 	: 	1900.67 	49.5656 	; 
	2942 	13093 	: 	0 	inf 	; 
	2942 	13094 	: 	231.333 	237.787 	; 
	2942 	13095 	: 	0 	inf 	; 
	2942 	13096 	: 	87.3333 	374.144 	; 
	2942 	13127 	: 	0 	inf 	; 
	2942 	13128 	: 	3386.67 	546.2 	; 
	2942 	13129 	: 	0 	inf 	; 
	2942 	13130 	: 	548.667 	292.436 	; 
	2942 	13131 	: 	0 	inf 	; 
	2942 	13132 	: 	92 	414.036 	; 
	2942 	13133 	: 	0 	inf 	; 
	2942 	13134 	: 	322 	836.464 	; 
	2943 	5702 	: 	18326 	42.446 	; 
	2943 	10283 	: 	0 	inf 	; 
	2943 	10619 	: 	3038.66 	35.9127 	; 
	2943 	13793 	: 	0 	inf 	; 
	2943 	13794 	: 	173.333 	186.736 	; 
	2943 	13795 	: 	0 	inf 	; 
	2943 	13796 	: 	0 	91.1712 	; 
	2944 	3949 	: 	0 	inf 	; 
	2944 	6229 	: 	10992 	4.94554 	; 
	2945 	606 	: 	0 	inf 	; 
	2945 	5794 	: 	4538 	86.0481 	; 
	2945 	13083 	: 	0 	inf 	; 
	2945 	13084 	: 	0 	50.78 	; 
	2945 	13127 	: 	0 	inf 	; 
	2945 	13128 	: 	0 	548.079 	; 
	2945 	13129 	: 	0 	inf 	; 
	2945 	13130 	: 	0 	294.098 	; 
	2945 	13131 	: 	0 	inf 	; 
	2945 	13132 	: 	0 	415.456 	; 
	2945 	13133 	: 	0 	inf 	; 
	2945 	13134 	: 	0 	838.198 	; 
	2946 	2806 	: 	0 	inf 	; 
	2946 	9969 	: 	9280.93 	14.3557 	; 
	2946 	13823 	: 	0 	inf 	; 
	2946 	13824 	: 	0 	271.59 	; 
	2947 	2332 	: 	4462.67 	212.877 	; 
	2947 	2334 	: 	1870.67 	104.613 	; 
	2947 	12157 	: 	0 	inf 	; 
	2947 	12158 	: 	0 	241.622 	; 
	2948 	1406 	: 	0 	inf 	; 
	2948 	7267 	: 	854 	10.2623 	; 
	2949 	7744 	: 	5242.67 	66.9041 	; 
	2949 	8926 	: 	0 	inf 	; 
	2950 	4807 	: 	0 	inf 	; 
	2950 	6030 	: 	8794.72 	2.90641 	; 
	2950 	12801 	: 	0 	inf 	; 
	2950 	12802 	: 	0 	199.787 	; 
	2951 	4549 	: 	3308.67 	1.4879 	; 
	2951 	11406 	: 	0 	inf 	; 
	2952 	3141 	: 	0 	12.1437 	; 
	2952 	5844 	: 	0 	inf 	; 
	2953 	2703 	: 	0 	inf 	; 
	2953 	4162 	: 	10861.3 	38.247 	; 
	2954 	2955 	: 	0 	inf 	; 
	2954 	6545 	: 	2464.72 	9.23957 	; 
	2955 	885 	: 	0 	inf 	; 
	2955 	2954 	: 	2464.72 	8.0989 	; 
	2955 	8501 	: 	2276.36 	29.7682 	; 
	2955 	13829 	: 	0 	inf 	; 
	2955 	13830 	: 	0 	193.777 	; 
	2955 	13831 	: 	0 	inf 	; 
	2955 	13832 	: 	0 	378.708 	; 
	2956 	2957 	: 	0 	inf 	; 
	2956 	5649 	: 	17227.1 	24.7048 	; 
	2956 	13853 	: 	0 	inf 	; 
	2956 	13854 	: 	26.6667 	652.67 	; 
	2957 	1834 	: 	0 	inf 	; 
	2957 	2956 	: 	17253.8 	22.7003 	; 
	2957 	13853 	: 	0 	inf 	; 
	2957 	13854 	: 	160.667 	663.817 	; 
	2957 	13855 	: 	0 	inf 	; 
	2957 	13856 	: 	4.66667 	214.863 	; 
	2958 	1383 	: 	0 	inf 	; 
	2958 	8381 	: 	2779.33 	1.88303 	; 
	2959 	3372 	: 	0 	3.39704 	; 
	2959 	9788 	: 	0 	inf 	; 
	2960 	4976 	: 	198.667 	19.5802 	; 
	2960 	7578 	: 	0 	inf 	; 
	2961 	5649 	: 	0 	inf 	; 
	2961 	8540 	: 	18491.8 	13.999 	; 
	2961 	13859 	: 	0 	inf 	; 
	2961 	13860 	: 	162 	175.651 	; 
	2961 	13865 	: 	0 	inf 	; 
	2961 	13866 	: 	430.667 	117.182 	; 
	2962 	1415 	: 	0 	13.7605 	; 
	2962 	3178 	: 	0 	inf 	; 
	2963 	6197 	: 	0 	inf 	; 
	2963 	8947 	: 	0 	inf 	; 
	2963 	10918 	: 	0 	5.69202 	; 
	2964 	2966 	: 	0 	inf 	; 
	2964 	5578 	: 	0 	63.528 	; 
	2964 	9996 	: 	0 	inf 	; 
	2965 	2114 	: 	0 	inf 	; 
	2965 	6310 	: 	7475.23 	3.11492 	; 
	2966 	2964 	: 	0 	10.9955 	; 
	2966 	4851 	: 	0 	inf 	; 
	2966 	9996 	: 	0 	11.6629 	; 
	2967 	2942 	: 	0 	inf 	; 
	2967 	4300 	: 	0 	0.879695 	; 
	2967 	13083 	: 	0 	inf 	; 
	2967 	13084 	: 	0 	52.7981 	; 
	2967 	13093 	: 	0 	inf 	; 
	2967 	13094 	: 	0 	236.99 	; 
	2967 	13095 	: 	0 	inf 	; 
	2967 	13096 	: 	0 	375.045 	; 
	2967 	13127 	: 	0 	inf 	; 
	2967 	13128 	: 	0 	548.3 	; 
	2967 	13129 	: 	0 	inf 	; 
	2967 	13130 	: 	0 	295.238 	; 
	2967 	13133 	: 	0 	inf 	; 
	2967 	13134 	: 	0 	839.112 	; 
	2968 	8953 	: 	1460.67 	2.97729 	; 
	2968 	9850 	: 	0 	inf 	; 
	2969 	10408 	: 	15446.3 	38.7046 	; 
	2969 	11247 	: 	0 	inf 	; 
	2970 	1218 	: 	12082.8 	15.3737 	; 
	2970 	4428 	: 	0 	inf 	; 
	2970 	13905 	: 	0 	inf 	; 
	2970 	13906 	: 	23.3333 	387.962 	; 
	2970 	13911 	: 	0 	inf 	; 
	2970 	13912 	: 	0 	133.276 	; 
	2970 	13921 	: 	0 	inf 	; 
	2970 	13922 	: 	0 	1111.77 	; 
	2971 	1771 	: 	5617.33 	2.63698 	; 
	2971 	11354 	: 	0 	inf 	; 
	2972 	15 	: 	0 	inf 	; 
	2972 	3261 	: 	5554.72 	19.0349 	; 
	2972 	13647 	: 	0 	inf 	; 
	2972 	13648 	: 	16.6667 	22.6364 	; 
	2973 	2672 	: 	0 	inf 	; 
	2973 	4607 	: 	0 	5.98847 	; 
	2974 	5131 	: 	0 	inf 	; 
	2974 	7080 	: 	9169.83 	11.051 	; 
	2975 	1977 	: 	0 	inf 	; 
	2975 	8958 	: 	9778.92 	2.50064 	; 
	2976 	661 	: 	10216.2 	45.1443 	; 
	2976 	7941 	: 	0 	inf 	; 
	2976 	9642 	: 	1830.98 	27 	; 
	2976 	12565 	: 	0 	inf 	; 
	2976 	12566 	: 	1367.33 	262.764 	; 
	2976 	12567 	: 	0 	inf 	; 
	2976 	12568 	: 	449.333 	134.616 	; 
	2976 	12569 	: 	0 	inf 	; 
	2976 	12570 	: 	45.3333 	226.28 	; 
	2977 	30 	: 	0 	inf 	; 
	2977 	152 	: 	0 	14.1374 	; 
	2978 	5910 	: 	5110.53 	30.2662 	; 
	2978 	10272 	: 	484 	28.3414 	; 
	2978 	11349 	: 	0 	inf 	; 
	2979 	46 	: 	0 	inf 	; 
	2979 	6103 	: 	3083.95 	4.43713 	; 
	2980 	431 	: 	1047.19 	3.71172 	; 
	2980 	1136 	: 	0 	inf 	; 
	2981 	3088 	: 	0 	inf 	; 
	2981 	8969 	: 	16717.8 	16.8928 	; 
	2981 	13715 	: 	0 	inf 	; 
	2981 	13716 	: 	1366.67 	108.349 	; 
	2981 	13721 	: 	0 	inf 	; 
	2981 	13722 	: 	209.333 	93.7175 	; 
	2982 	4730 	: 	2286.67 	0.505277 	; 
	2982 	6147 	: 	0 	inf 	; 
	2982 	12315 	: 	0 	inf 	; 
	2982 	12316 	: 	736 	308.122 	; 
	2982 	12329 	: 	0 	inf 	; 
	2982 	12330 	: 	630 	102.229 	; 
	2982 	12331 	: 	0 	inf 	; 
	2982 	12332 	: 	260 	183.785 	; 
	2982 	12333 	: 	0 	inf 	; 
	2982 	12334 	: 	1044.67 	261.092 	; 
	2983 	4752 	: 	10208 	25.4298 	; 
	2983 	8567 	: 	0 	inf 	; 
	2984 	5074 	: 	0 	5.7691 	; 
	2984 	7833 	: 	0 	inf 	; 
	2985 	4177 	: 	0 	2.45194 	; 
	2985 	10123 	: 	0 	inf 	; 
	2986 	4930 	: 	0 	16.8649 	; 
	2986 	5074 	: 	0 	inf 	; 
	2987 	2829 	: 	0 	inf 	; 
	2987 	5769 	: 	18867.9 	46.328 	; 
	2987 	13421 	: 	0 	inf 	; 
	2987 	13422 	: 	314.667 	127.375 	; 
	2988 	3938 	: 	0 	inf 	; 
	2988 	4662 	: 	8545.33 	58.4876 	; 
	2988 	12599 	: 	0 	inf 	; 
	2988 	12600 	: 	11.3333 	377.642 	; 
	2988 	12603 	: 	0 	inf 	; 
	2988 	12604 	: 	0 	221.491 	; 
	2988 	12611 	: 	0 	inf 	; 
	2988 	12612 	: 	245.333 	91.0862 	; 
	2989 	4399 	: 	0 	inf 	; 
	2989 	10855 	: 	3712.01 	2.25351 	; 
	2990 	5051 	: 	4886.84 	3.21638 	; 
	2990 	7388 	: 	0 	inf 	; 
	2991 	2687 	: 	0 	8.61448 	; 
	2991 	6175 	: 	0 	inf 	; 
	2992 	1183 	: 	0 	inf 	; 
	2992 	7395 	: 	0 	1.13682 	; 
	2993 	948 	: 	0 	inf 	; 
	2993 	6551 	: 	9377.28 	6.24055 	; 
	2994 	1114 	: 	0 	8.6536 	; 
	2994 	8761 	: 	0 	inf 	; 
	2995 	5712 	: 	0 	inf 	; 
	2995 	8176 	: 	0 	inf 	; 
	2995 	11090 	: 	92 	1.52325 	; 
	2996 	4180 	: 	0 	inf 	; 
	2996 	9751 	: 	10464.4 	5.22061 	; 
	2996 	10129 	: 	5808.67 	3.33969 	; 
	2997 	4975 	: 	18054.7 	37.1171 	; 
	2997 	6962 	: 	0 	inf 	; 
	2997 	13859 	: 	0 	inf 	; 
	2997 	13860 	: 	8.66667 	180.463 	; 
	2997 	13865 	: 	0 	inf 	; 
	2997 	13866 	: 	221.333 	112.561 	; 
	2997 	13867 	: 	0 	inf 	; 
	2997 	13868 	: 	81.3333 	391.574 	; 
	2998 	2999 	: 	0 	inf 	; 
	2998 	8983 	: 	2962.67 	5.00517 	; 
	2999 	2998 	: 	2962.67 	1.79241 	; 
	2999 	3824 	: 	0 	inf 	; 
	3000 	5716 	: 	0 	inf 	; 
	3000 	6535 	: 	5556 	22.9893 	; 
	3000 	9426 	: 	0 	inf 	; 
	3001 	385 	: 	0 	10.4066 	; 
	3001 	3912 	: 	0 	inf 	; 
	3001 	4656 	: 	0 	inf 	; 
	3001 	4671 	: 	0 	0.671417 	; 
	3002 	3195 	: 	0 	1.76207 	; 
	3002 	3205 	: 	0 	inf 	; 
	3002 	12717 	: 	0 	inf 	; 
	3002 	12718 	: 	0 	68.5848 	; 
	3003 	5141 	: 	0 	inf 	; 
	3003 	8272 	: 	5766.67 	13.3709 	; 
	3003 	8695 	: 	0 	inf 	; 
	3004 	8272 	: 	0 	inf 	; 
	3004 	9835 	: 	5766.67 	1.6312 	; 
	3005 	9231 	: 	0 	inf 	; 
	3005 	9959 	: 	0 	inf 	; 
	3005 	11118 	: 	18119.7 	35.247 	; 
	3006 	4572 	: 	0 	inf 	; 
	3006 	5008 	: 	0 	4.49461 	; 
	3007 	5701 	: 	0 	inf 	; 
	3007 	8738 	: 	13888.9 	9.09079 	; 
	3007 	12433 	: 	0 	inf 	; 
	3007 	12434 	: 	0 	29.7163 	; 
	3008 	6993 	: 	2059.39 	5.2135 	; 
	3008 	8331 	: 	0 	inf 	; 
	3009 	3421 	: 	20997.2 	108.83 	; 
	3009 	7261 	: 	0 	inf 	; 
	3009 	13423 	: 	0 	inf 	; 
	3009 	13424 	: 	0 	38.3413 	; 
	3009 	13425 	: 	0 	inf 	; 
	3009 	13426 	: 	33.3333 	139.918 	; 
	3009 	13469 	: 	0 	inf 	; 
	3009 	13470 	: 	0 	156.055 	; 
	3009 	13471 	: 	0 	inf 	; 
	3009 	13472 	: 	0 	242.58 	; 
	3009 	13473 	: 	0 	inf 	; 
	3009 	13474 	: 	153.333 	338.368 	; 
	3009 	13477 	: 	0 	inf 	; 
	3009 	13478 	: 	202 	571.344 	; 
	3010 	89 	: 	12142.2 	43.1876 	; 
	3010 	4103 	: 	0 	inf 	; 
	3010 	12417 	: 	0 	inf 	; 
	3010 	12418 	: 	111.333 	67.4219 	; 
	3011 	1684 	: 	14701.5 	10.0041 	; 
	3011 	9205 	: 	0 	inf 	; 
	3011 	14443 	: 	0 	inf 	; 
	3011 	14444 	: 	0 	189.158 	; 
	3012 	5931 	: 	13089.8 	3.60753 	; 
	3012 	6832 	: 	0 	inf 	; 
	3013 	2123 	: 	0 	inf 	; 
	3013 	2274 	: 	22317 	12.2695 	; 
	3013 	13905 	: 	0 	inf 	; 
	3013 	13906 	: 	0 	421.357 	; 
	3013 	13911 	: 	0 	inf 	; 
	3013 	13912 	: 	0 	149.439 	; 
	3013 	13921 	: 	0 	inf 	; 
	3013 	13922 	: 	818.667 	1126.75 	; 
	3014 	9580 	: 	0 	inf 	; 
	3014 	10286 	: 	3414.54 	15.8428 	; 
	3014 	12267 	: 	0 	inf 	; 
	3014 	12268 	: 	0 	104.817 	; 
	3014 	12269 	: 	0 	inf 	; 
	3014 	12270 	: 	0 	130.996 	; 
	3015 	1034 	: 	0 	inf 	; 
	3015 	3507 	: 	15652.1 	1.59943 	; 
	3015 	3826 	: 	2511.92 	2.29794 	; 
	3016 	3017 	: 	1144.09 	3.14197 	; 
	3016 	5037 	: 	0 	inf 	; 
	3017 	135 	: 	1144.09 	5.37329 	; 
	3017 	3016 	: 	0 	inf 	; 
	3018 	5015 	: 	5913.2 	40.261 	; 
	3018 	8942 	: 	0 	inf 	; 
	3019 	3022 	: 	0 	inf 	; 
	3019 	3228 	: 	20556.4 	32.7623 	; 
	3020 	116 	: 	0 	inf 	; 
	3020 	6936 	: 	6402.8 	27.6565 	; 
	3020 	12697 	: 	0 	inf 	; 
	3020 	12698 	: 	997.203 	188.55 	; 
	3021 	954 	: 	8304.03 	38.0152 	; 
	3021 	4109 	: 	0 	inf 	; 
	3022 	3019 	: 	20556.4 	10.1053 	; 
	3022 	7920 	: 	0 	inf 	; 
	3023 	3840 	: 	0 	inf 	; 
	3023 	8760 	: 	3784.99 	59.2881 	; 
	3024 	5503 	: 	0 	inf 	; 
	3024 	11367 	: 	0 	12.465 	; 
	3024 	12731 	: 	0 	inf 	; 
	3024 	12732 	: 	0 	40.691 	; 
	3025 	5446 	: 	2097.92 	21.7217 	; 
	3025 	7038 	: 	0 	inf 	; 
	3026 	6324 	: 	0 	inf 	; 
	3026 	7331 	: 	9381.91 	10.6268 	; 
	3027 	2847 	: 	0 	40.6627 	; 
	3027 	9383 	: 	0 	inf 	; 
	3028 	5779 	: 	24147.7 	154.23 	; 
	3028 	11501 	: 	0 	inf 	; 
	3028 	13433 	: 	0 	inf 	; 
	3028 	13434 	: 	0 	50.6459 	; 
	3028 	13435 	: 	0 	inf 	; 
	3028 	13436 	: 	0 	131.506 	; 
	3028 	13445 	: 	0 	inf 	; 
	3028 	13446 	: 	176.667 	118.898 	; 
	3029 	7118 	: 	3308.67 	3.04914 	; 
	3029 	10432 	: 	0 	inf 	; 
	3030 	98 	: 	12364.2 	51.4908 	; 
	3030 	8241 	: 	0 	inf 	; 
	3031 	4675 	: 	21309.7 	8.26053 	; 
	3031 	5356 	: 	0 	inf 	; 
	3031 	13417 	: 	0 	inf 	; 
	3031 	13418 	: 	319.333 	31.6023 	; 
	3032 	2217 	: 	0 	inf 	; 
	3032 	3033 	: 	6955.24 	136.883 	; 
	3033 	3032 	: 	0 	inf 	; 
